,name,data_type,net,KVRH,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
4202,MOF_net-eea_node1-N20_node2-orgN8_edge1-E13,1inor_1org_1edge,eea,1.356073402,183.4382,316.48,1076.2096,952.88,9434.0,15712.0,21754.0,15200.0,20.0,52.0,108.0,120.0,180.0,552.0,812.0,720.0,15.597,47.8296,77.3462,80.738,1.21,26.488,15.235,32.945,4225.0,3640.0,6175.0,4550.0,1,7.0,6.0,10.0,49.0,112.0,154.0,175.0,2.8224,8.5848,9.2904,12.6,0,-16.38,-7.25,-18.95,0,399.0,295.0,580.0,0,0,0,0,0,33.0,20.0,45.0,0,6.65,4.55,9.3,698.6589,1548.8402,2520.973,3292.53,2769.0,6446.0,9688.0,11064.0,112.0,242.0,396.0,528.0,638.0,1626.0,2436.0,2928.0,46.8016,116.9638,179.986,221.2168,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,9.2416,24.24906667,48.49813333,81.472,49.0,130.6666667,261.3333333,266.0,1.0,3.0,6.0,11.33333333,9.0,27.0,58.0,68.0,0.5625,1.7225,3.445,4.745,54.76,231.62,463.24,646.0890173,0,1.143333333,2.286666667,7.653333333,0,2.333333333,4.666666667,41.33333333,0,0,0,0,0,0.0,-1.333333333,11.33333333,0,-0.046666667,-0.093333333,2.173333333,0,-9.1,-18.2,-3.44266,44.32286,31.25348,44.32286,265250.0,751.986,6225.43,0.9107,7.539344167,0.9107,0.0,7.53937,0.0,241563.0,0.0
4203,MOF_net-nom_node1-N10_node2-orgN19_edge1-E5,1inor_1org_1edge,nom,0.442130634,112.2774,194.9104,405.2072,387.4128,880.0,2208.0,3216.0,2976.0,13.0,30.0,46.0,50.0,80.0,208.0,280.0,234.0,9.9661,24.1046,34.8354,33.5362,1.7161,18.0256,13.40785,27.46415,144.0,384.0,396.0,588.0,1,4.0,4.5,7.0,17.0,38.0,58.5,68.0,1.9321,4.0588,5.67815,7.2975,0,-8.52,-4.34,-11.795,0,16.0,21.0,35.0,0,0,0,0,0,8.0,4.0,11.0,0,2.64,2.17,4.48,865.672,1929.381,3136.8188,4186.354,3538.0,8256.0,12512.0,14368.0,138.0,302.0,492.0,676.0,794.0,2046.0,3116.0,3748.0,59.3914,148.8102,231.2284,287.3956,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,10.0336,18.83033333,38.59615556,65.52733333,53.58333333,102.1666667,209.2222222,233.5,1.0,2.388888889,4.777777778,8.944444444,6.555555556,19.66666667,38.72222222,51.83333333,0.553455556,1.374877778,2.740833333,3.906005556,46.61083333,192.5080556,375.2994444,523.9853361,0,1.292777778,2.313611111,6.085555556,0,2.694444444,4.777777778,30.38888889,0,0,0,0,0,-0.611111111,-0.611111111,7.111111111,0,-0.053888889,-0.095555556,1.475555556,0,-9.958333333,-18.08333333,-7.862958333,48.41422,46.23163,48.41422,141054.0,646.842,7544.1,0.9378,10.93754009,0.9378,0.0,10.9375,0.0,132280.0,0.0
4204,MOF_net-ptr_node1-N10_node2-orgN15_edge1-E1,1inor_1org_1edge,ptr,0.385617766,112.2774,194.9104,405.2072,387.4128,880.0,2208.0,3216.0,2976.0,13.0,30.0,46.0,50.0,80.0,208.0,280.0,234.0,9.9661,24.1046,34.8354,33.5362,1.7161,18.0256,13.40785,27.46415,144.0,384.0,396.0,588.0,1,4.0,4.5,7.0,17.0,38.0,58.5,68.0,1.9321,4.0588,5.67815,7.2975,0,-8.52,-4.34,-11.795,0,16.0,21.0,35.0,0,0,0,0,0,8.0,4.0,11.0,0,2.64,2.17,4.48,1395.2488,3147.057,5077.9808,6779.154,5494.0,13104.0,19472.0,22608.0,230.0,502.0,816.0,1124.0,1318.0,3390.0,5120.0,6180.0,96.671,244.167,376.8816,468.89,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,7.889066667,5.848,13.73706667,11.696,42.66666667,32.0,74.66666667,64.0,0.666666667,0.666666667,1.333333333,1.333333333,0.666666667,2.0,2.666666667,4.0,0.355266667,0.374733333,0.73,0.749466667,18.72666667,39.92666667,58.65333333,79.85333333,0,0.593333333,0.593333333,1.186666667,0,1.333333333,1.333333333,2.666666667,0,0,0,0,0,-1.333333333,-1.333333333,-2.666666667,0,-0.026666667,-0.026666667,-0.053333333,0,-4.0,-4.0,-8.0,50.46538,46.07985,50.35329,544865.0,764.332,7345.67,0.8943,8.594741091,0.8943,0.0,8.59473,0.0,487273.0,0.0
4205,MOF_net-nom_node1-N18_node2-orgN18_edge1-E10,1inor_1org_1edge,nom,5.60284443,127.7476,256.7616,547.5288,476.5088,2114.0,4656.0,6286.0,5136.0,14.0,34.0,56.0,58.0,98.0,266.0,356.0,296.0,9.81,25.55,38.074,37.6096,3.5344,29.1024,20.3134,39.4142,729.0,972.0,1296.0,1323.0,1,4.5,4.5,7.0,22.5,49.5,67.5,76.5,1.5876,4.1391,4.9833,6.615,0,-7.02,-2.345,-7.805,0,85.5,73.5,140.0,0,0,0,0,0,12.5,6.0,12.5,0,2.385,1.715,3.57,861.6794,1876.738,2871.4588,3910.1066,3434.0,7528.0,11584.0,15080.0,132.0,280.0,444.0,602.0,724.0,1824.0,2764.0,3658.0,54.4964,133.7528,204.8092,272.7594,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,9.2416,21.128,15.504,32.4976,49.0,56.0,84.0,175.0,1.0,3.0,2.0,4.0,9.0,15.0,18.0,36.0,0.5625,1.1325,1.155,2.295,54.76,150.325228,167.24,305.62,0,2.17,0.98,1.47,0,13.0,2.0,3.0,0,0,0,0,0,4.0,0.0,0.0,0,0.74,-0.04,-0.06,0,1.88578,-7.8,-11.7,35.2964,34.47905,35.2964,64281.9,980.852,5199.95,0.8701,4.612807286,0.8701,0.0,4.6128,0.0,55931.7,0.0
4206,MOF_net-ptr_node1-N29_node2-orgN1_edge1-E8,1inor_1org_1edge,ptr,0.524672254,123.8472,238.3232,698.9936,421.056,3057.0,7040.0,5936.0,2304.0,13.0,32.0,64.0,48.0,112.0,320.0,352.0,192.0,8.6512,25.5792,38.5896,26.9808,3.1684,48.9856,18.156,18.156,2401.0,3136.0,1176.0,1176.0,1,8.0,4.0,4.0,64.0,128.0,96.0,96.0,2.0164,8.2928,4.3736,4.3736,0,-13.28,-3.08,-3.08,0,328.0,172.0,172.0,0,0,0,0,0,48.0,20.0,20.0,0,5.52,2.6,2.6,1046.9632,2299.67,3686.4012,4905.643,4282.0,9776.0,14664.0,17032.0,166.0,360.0,580.0,798.0,940.0,2408.0,3628.0,4398.0,71.2534,176.9176,272.1988,340.1086,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,11.8336,12.556,20.6056,21.328,64.0,52.0,112.0,100.0,1.0,1.5,2.0,2.5,2.5,5.5,6.5,9.5,0.5329,0.69715,1.095,1.25925,28.09,71.8338415,87.98,131.7238415,0,1.51,0.89,2.4,0,5.5,2.0,7.5,0,0,0,0,0,-1.0,-1.5,-3.0,0,0.14,-0.04,0.1,0,-5.603555,-6.0,-11.603555,41.19348,38.08478,40.87734,415596.0,750.222,6870.28,0.9131,8.36187476,0.9131,0.0,8.36187,0.0,379481.0,0.0
4207,MOF_net-ptr_node1-N10_node2-orgN21_edge1-E14,1inor_1org_1edge,ptr,0.448887632,112.2774,194.9104,405.2072,387.4128,880.0,2208.0,3216.0,2976.0,13.0,30.0,46.0,50.0,80.0,208.0,280.0,234.0,9.9661,24.1046,34.8354,33.5362,1.7161,18.0256,13.40785,27.46415,144.0,384.0,396.0,588.0,1,4.0,4.5,7.0,17.0,38.0,58.5,68.0,1.9321,4.0588,5.67815,7.2975,0,-8.52,-4.34,-11.795,0,16.0,21.0,35.0,0,0,0,0,0,8.0,4.0,11.0,0,2.64,2.17,4.48,848.8648,1861.602,2972.5068,3802.312,3634.0,8256.0,12288.0,14026.0,130.0,284.0,452.0,594.0,736.0,1860.0,2740.0,3176.0,58.053,142.6348,216.634,261.1538,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,9.464145455,14.926,29.33674747,40.35658182,50.28787879,80.90909091,137.5959596,196.3727273,1.0,1.914141414,3.828282828,5.108080808,3.742424242,11.22727273,19.35757576,25.37979798,0.559958586,1.104094444,1.986287879,2.714166162,52.47015152,158.0230808,276.5546591,359.919548,0,0.972272727,2.124090909,2.379676768,0,2.0,7.484848485,8.022222222,0,0,0,0,0,-2.0,-2.365656566,-2.903030303,0,-0.04,0.215959596,0.205212121,0,-7.645454545,-9.808027919,-11.74924004,49.14334,38.0766,48.94012,411069.0,661.485,7445.93,0.9352,10.52696747,0.9352,0.0,10.527,0.0,384432.0,0.0
4208,MOF_net-pth_node1-N10_node2-orgN19_edge1-E0,1inor_1org_1edge,pth,0.451229941,112.2774,194.9104,405.2072,387.4128,880.0,2208.0,3216.0,2976.0,13.0,30.0,46.0,50.0,80.0,208.0,280.0,234.0,9.9661,24.1046,34.8354,33.5362,1.7161,18.0256,13.40785,27.46415,144.0,384.0,396.0,588.0,1,4.0,4.5,7.0,17.0,38.0,58.5,68.0,1.9321,4.0588,5.67815,7.2975,0,-8.52,-4.34,-11.795,0,16.0,21.0,35.0,0,0,0,0,0,8.0,4.0,11.0,0,2.64,2.17,4.48,1111.882,2510.781,4262.6588,5774.494,4282.0,10272.0,16304.0,19552.0,182.0,398.0,684.0,940.0,1082.0,2830.0,4468.0,5612.0,74.535,190.9446,308.3932,399.5692,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,9.9616,19.23266667,39.31577778,67.44666667,53.16666667,104.3333333,213.1111111,239.0,1.0,2.444444444,4.888888889,9.222222222,6.777777778,20.33333333,40.11111111,53.66666667,0.554277778,1.407388889,2.806666667,4.017277778,47.35166667,197.8127778,386.7922222,540.1535496,0,1.308888889,2.370555556,6.257777778,0,2.722222222,4.888888889,31.44444444,0,0,0,0,0,-0.555555556,-0.555555556,7.555555556,0,-0.054444444,-0.097777778,1.537777778,0,-10.11666667,-18.56666667,-7.697476667,26.39661,21.55918,26.39661,64257.6,878.637,7666.61,0.9216,8.041463798,0.9216,0.0,8.04149,0.0,59219.8,0.0
4209,MOF_net-ptr_node1-N10_node2-orgN20_edge1-E1,1inor_1org_1edge,ptr,0.207059935,112.2774,194.9104,405.2072,387.4128,880.0,2208.0,3216.0,2976.0,13.0,30.0,46.0,50.0,80.0,208.0,280.0,234.0,9.9661,24.1046,34.8354,33.5362,1.7161,18.0256,13.40785,27.46415,144.0,384.0,396.0,588.0,1,4.0,4.5,7.0,17.0,38.0,58.5,68.0,1.9321,4.0588,5.67815,7.2975,0,-8.52,-4.34,-11.795,0,16.0,21.0,35.0,0,0,0,0,0,8.0,4.0,11.0,0,2.64,2.17,4.48,1961.0132,4424.199,7325.2488,9674.778,7382.0,17760.0,26760.0,31932.0,326.0,706.0,1184.0,1584.0,1890.0,4826.0,7224.0,8960.0,131.4614,335.0578,521.7088,658.2864,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,11.8336,15.98453333,38.73592889,63.08195556,64.0,87.46666667,184.3555556,207.8222222,1.0,1.822222222,4.466666667,7.755555556,3.466666667,12.04444444,23.73333333,29.02222222,0.5329,1.024271111,2.265433333,3.158953333,28.09,109.1328889,232.2534282,316.4706968,0,1.621777778,4.104888889,8.341333333,0,3.644444444,12.68888889,36.06666667,0,0,0,0,0,-2.822222222,-3.644444444,0.111111111,0,-0.072888889,0.157333333,1.334222222,0,-10.93333333,-20.14806822,-18.60700778,61.538,45.35333,56.71796,1065210.0,563.392,7912.14,0.9211,12.93570767,0.9211,0.0,12.9357,0.0,981168.0,0.0
4210,MOF_net-ptr_node1-N10_node2-orgN19_edge1-E2,1inor_1org_1edge,ptr,0.564679627,112.2774,194.9104,405.2072,387.4128,880.0,2208.0,3216.0,2976.0,13.0,30.0,46.0,50.0,80.0,208.0,280.0,234.0,9.9661,24.1046,34.8354,33.5362,1.7161,18.0256,13.40785,27.46415,144.0,384.0,396.0,588.0,1,4.0,4.5,7.0,17.0,38.0,58.5,68.0,1.9321,4.0588,5.67815,7.2975,0,-8.52,-4.34,-11.795,0,16.0,21.0,35.0,0,0,0,0,0,8.0,4.0,11.0,0,2.64,2.17,4.48,784.7504,1739.2842,2788.8796,3528.494,4362.0,9088.0,13096.0,14648.0,118.0,262.0,420.0,548.0,682.0,1750.0,2668.0,3140.0,56.3762,137.4574,210.5956,251.9892,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,8.715761587,16.20814571,24.29270095,28.66660476,105.322619,162.2055556,163.352381,164.202381,1.0,2.06984127,3.06984127,3.872222222,4.476984127,11.29126984,19.2452381,22.85,0.688428175,1.394944683,1.87218619,2.10473627,139.0713214,235.6903294,308.7337222,352.9647006,0,0.515555556,0.990297619,1.983269841,0,1.063888889,7.349206349,12.82619048,0,0,0,0,0,-0.662698413,-1.732539683,-0.79047619,0,-0.021277778,0.093730159,0.385380952,0,-4.034166667,-3.352142857,-3.500466833,42.84134,39.39365,42.84134,302900.0,795.934,6474.0,0.9061,7.370082071,0.9061,0.0,7.37007,0.0,274457.0,0.0
4211,MOF_net-tbo_node1-N24_node2-orgN26_edge1-E2,1inor_1org_1edge,tbo,0.805798815,84.7754,146.352,209.9612,299.472,1283.0,2268.0,2906.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.6526,15.038,21.6936,20.482,3.61,24.624,29.07,60.724,841.0,870.0,1044.0,1682.0,1,4.0,6.0,12.0,16.0,40.0,72.0,96.0,1.9044,4.0848,6.3756,10.3776,0,-5.36,-3.9,-9.16,0,86.0,138.0,290.0,0,0,0,0,0,6.0,6.0,24.0,0,2.56,3.66,9.04,690.7869,1596.1194,2721.5682,3479.0103,3490.5,7752.0,11877.0,13779.0,109.5,246.0,426.0,555.0,672.0,1770.0,2862.0,3555.0,48.71145,124.218,202.0758,253.1313,10.5376,12.138,25.4876,15.992,56.5,66.0,108.5,72.5,1,1.5,3.0,2.0,2.5,7.5,10.0,7.0,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2.0,7.5,5.5,0,0,0,0,0,-2.0,-1.0,-2.0,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,8.9193,15.7227,23.9722,22.0619,102.625,154.75,152.125,142.25,1.0,2.0,3.0,2.875,4.25,10.75,16.375,16.5,0.678275,1.340575,1.744575,1.6816625,131.82625,224.21375,278.1481535,282.4931535,0,0.54,1.01,1.24375,0,1.125,8.125,8.625,0,0,0,0,0,-0.75,-1.125,-1.875,0,-0.0225,0.1875,0.1775,0,-4.1625,-1.3392775,-3.0642775,40.31742,22.60169,40.31188,354018.0,938.166,6007.99,0.873,5.590670688,0.873,0.0,5.59067,0.0,309058.0,0.0
4212,MOF_net-ptr_node1-N10_node2-orgN20_edge1-E0,1inor_1org_1edge,ptr,0.283376072,112.2774,194.9104,405.2072,387.4128,880.0,2208.0,3216.0,2976.0,13.0,30.0,46.0,50.0,80.0,208.0,280.0,234.0,9.9661,24.1046,34.8354,33.5362,1.7161,18.0256,13.40785,27.46415,144.0,384.0,396.0,588.0,1,4.0,4.5,7.0,17.0,38.0,58.5,68.0,1.9321,4.0588,5.67815,7.2975,0,-8.52,-4.34,-11.795,0,16.0,21.0,35.0,0,0,0,0,0,8.0,4.0,11.0,0,2.64,2.17,4.48,1415.9832,3180.819,5529.8088,7335.298,5190.0,12480.0,19992.0,24652.0,234.0,506.0,896.0,1184.0,1402.0,3618.0,5600.0,7216.0,91.5066,236.1898,383.2736,501.9584,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,11.8336,15.98453333,38.73592889,63.08195556,64.0,87.46666667,184.3555556,207.8222222,1.0,1.822222222,4.466666667,7.755555556,3.466666667,12.04444444,23.73333333,29.02222222,0.5329,1.024271111,2.265433333,3.158953333,28.09,109.1328889,232.2534282,316.4706968,0,1.621777778,4.104888889,8.341333333,0,3.644444444,12.68888889,36.06666667,0,0,0,0,0,-2.822222222,-3.644444444,0.111111111,0,-0.072888889,0.157333333,1.334222222,0,-10.93333333,-20.14806822,-18.60700778,51.40661,36.23537,45.77212,596309.0,683.157,7636.54,0.9137,10.21361741,0.9137,0.0,10.2136,0.0,544847.0,0.0
4213,MOF_net-ptr_node1-N10_node2-orgN15_edge1-E15,1inor_1org_1edge,ptr,0.397925005,112.2774,194.9104,405.2072,387.4128,880.0,2208.0,3216.0,2976.0,13.0,30.0,46.0,50.0,80.0,208.0,280.0,234.0,9.9661,24.1046,34.8354,33.5362,1.7161,18.0256,13.40785,27.46415,144.0,384.0,396.0,588.0,1,4.0,4.5,7.0,17.0,38.0,58.5,68.0,1.9321,4.0588,5.67815,7.2975,0,-8.52,-4.34,-11.795,0,16.0,21.0,35.0,0,0,0,0,0,8.0,4.0,11.0,0,2.64,2.17,4.48,1057.7088,2343.297,3849.6608,4994.474,4038.0,9456.0,14240.0,16784.0,174.0,374.0,624.0,820.0,998.0,2526.0,3776.0,4692.0,70.7646,178.1318,275.6528,347.4004,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,7.889066667,5.848,13.73706667,11.696,42.66666667,32.0,74.66666667,64.0,0.666666667,0.666666667,1.333333333,1.333333333,0.666666667,2.0,2.666666667,4.0,0.355266667,0.374733333,0.73,0.749466667,18.72666667,39.92666667,58.65333333,79.85333333,0,0.593333333,0.593333333,1.186666667,0,1.333333333,1.333333333,2.666666667,0,0,0,0,0,-1.333333333,-1.333333333,-2.666666667,0,-0.026666667,-0.026666667,-0.053333333,0,-4.0,-4.0,-8.0,52.84162,49.70115,52.43758,541823.0,628.382,8135.11,0.9294,12.0321271,0.9294,0.0,12.0321,0.0,503570.0,0.0
4214,MOF_net-pth_node1-N10_node2-orgN20_edge1-E9,1inor_1org_1edge,pth,0.352947999,112.2774,194.9104,405.2072,387.4128,880.0,2208.0,3216.0,2976.0,13.0,30.0,46.0,50.0,80.0,208.0,280.0,234.0,9.9661,24.1046,34.8354,33.5362,1.7161,18.0256,13.40785,27.46415,144.0,384.0,396.0,588.0,1,4.0,4.5,7.0,17.0,38.0,58.5,68.0,1.9321,4.0588,5.67815,7.2975,0,-8.52,-4.34,-11.795,0,16.0,21.0,35.0,0,0,0,0,0,8.0,4.0,11.0,0,2.64,2.17,4.48,1351.2532,2987.019,4971.0888,6468.178,5038.0,11808.0,17736.0,20836.0,222.0,474.0,800.0,1048.0,1274.0,3218.0,4728.0,5832.0,88.0398,222.145,343.3152,430.092,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,11.8336,15.98453333,38.73592889,63.08195556,64.0,87.46666667,184.3555556,207.8222222,1.0,1.822222222,4.466666667,7.755555556,3.466666667,12.04444444,23.73333333,29.02222222,0.5329,1.024271111,2.265433333,3.158953333,28.09,109.1328889,232.2534282,316.4706968,0,1.621777778,4.104888889,8.341333333,0,3.644444444,12.68888889,36.06666667,0,0,0,0,0,-2.822222222,-3.644444444,0.111111111,0,-0.072888889,0.157333333,1.334222222,0,-10.93333333,-20.14806822,-18.60700778,27.81434,23.52301,27.81434,94340.0,755.169,8273.1,0.9387,10.28374233,0.9387,0.0,10.2837,0.0,88557.0,0.0
